	AUR-AFEA-TTP1-A-1-0-R-A741-41	AUR-AFEA-TTM4-A-1-1-R-A742-41	AUR-AFEA-TTM2-A-1-1-R-A742-41	AUR-AFEA-TTM1-A-1-1-R-A742-41	AUR-AFEA-TTM3-A-1-1-R-A742-41	AUR-AFEA-TTM6-A-1-0-R-A741-41	AUR-AFE7-TTP2-A-1-1-R-A742-41	AUR-AFE7-TTM2-A-1-1-R-A742-41	AUR-AFE7-TTM1-A-1-1-R-A742-41	AUR-AFE7-TTM3-A-1-1-R-A742-41	AUR-AD9G-TTP1-B-4-0-R-A584-39	AUR-AD9G-TTM2-A-1-1-R-A542-39	AUR-AD9G-TTM3-A-1-1-R-A542-39	AUR-AFE5-TTP1-A-1-0-R-A741-41	AUR-AFE5-TTM4-A-1-1-R-A742-41	AUR-AFE5-TTM9-A-1-1-R-A742-41	AUR-AG0N-TTP1-A-1-0-R-A741-41	AUR-AG0N-TTM1-A-1-1-R-A743-41	AUR-AG0M-TTP1-A-2-0-R-A741-41	AUR-AG0M-TTM1-A-2-1-R-A743-41	AUR-AG0J-TTP1-A-1-0-R-A741-41	AUR-AG0J-TTM1-A-1-0-R-A743-41	AUR-AFSP-TTP1-A-8-0-R-A741-41	AUR-AFSP-TTM1-A-8-0-R-A741-41	AUR-AF9A-TTP1-A-1-0-R-A741-41	AUR-AF9A-TTM1-A-1-1-R-A742-41	AUR-AF98-TTP1-A-1-0-R-A741-41	AUR-AF98-TTM1-A-1-1-R-A742-41	AUR-AF95-TTP1-A-1-0-R-A741-41	AUR-AF95-TTM1-A-1-1-R-A742-41	AUR-AFSL-TTP1-A-8-0-R-A741-41	AUR-AFSL-TTM1-A-8-0-R-A741-41	AUR-AFR5-TTP1-A-1-1-R-A743-41	AUR-AFR5-TTM1-A-1-1-R-A743-41	AUR-AE6Y-TTP1-A-1-0-R-A741-41	AUR-AE6Y-TTM1-A-1-1-R-A742-41	AUR-AE5H-TTP1-A-1-1-R-A742-41	AUR-AE5H-TTM1-A-1-1-R-A742-41	AUR-AFUI-TTP1-A-1-0-R-A743-41	AUR-AFUI-TTM1-A-1-0-R-A743-41	AUR-AER7-TTP1-A-1-0-R-A741-41	AUR-AER7-TTM4-A-1-1-R-A742-41	AUR-AER6-TTP1-A-1-0-R-A741-41	AUR-AER6-TTM2-A-1-1-R-A742-41	AUR-AER6-TTM3-A-1-1-R-A742-41	AUR-AER6-TTM7-A-1-1-R-A742-41	AUR-AER6-TTM9-A-1-1-R-A742-41	AUR-AER6-TTM6-A-1-1-R-A742-41	AUR-AER6-TTM5-A-1-1-R-A742-41	AUR-AER6-TTM1-A-1-1-R-A742-41	AUR-AER6-TTM10-A-1-1-R-A742-41	AUR-AFEC-TTP2-A-1-1-R-A742-41	AUR-AFEC-TTM3-A-1-1-R-A742-41	AUR-AFEC-TTM4-A-1-1-R-A742-41	AUR-AFEC-TTM6-A-1-1-R-A742-41	AUR-AG12-TTP1-A-1-0-R-A741-41	AUR-AG12-TTM1-A-1-1-R-A743-41	AUR-AERX-TTP1-A-1-0-R-A741-41	AUR-AERX-TTM1-A-1-1-R-A742-41	AUR-AERW-TTP1-B-1-0-R-A741-41	AUR-AERW-TTM1-A-1-1-R-A742-41	AUR-AFSO-TTP1-A-8-0-R-A741-41	AUR-AFSO-TTM1-A-8-0-R-A741-41	AUR-AFR3-TTP1-A-2-1-R-A743-41	AUR-AFR3-TTM1-A-1-1-R-A743-41	AUR-AE5G-TTP1-A-1-1-R-A742-41	AUR-AE5G-TTM1-A-1-1-R-A742-41	AUR-AF94-TTP1-A-1-0-R-A741-41	AUR-AF94-TTM1-A-1-1-R-A742-41	AUR-AFE4-TTP1-A-1-0-R-A741-41	AUR-AFE4-TTM1-A-1-1-R-A742-41	AUR-AFE4-TTM6-A-1-1-R-A742-41	AUR-AFE4-TTM5-A-1-1-R-A742-41	AUR-AFUN-TTP1-A-1-0-R-A741-41	AUR-AFUN-TTM1-A-1-0-R-A743-41	AUR-AFUL-TTP1-A-1-1-R-A743-41	AUR-AFUL-TTM1-A-1-1-R-A743-41	AUR-AFKB-TTP1-A-10-0-R-A741-41	AUR-AFKB-TTM1-A-1-1-R-A742-41	AUR-AEPZ-TTP1-A-1-1-R-A742-41	AUR-AEPZ-TTM1-A-1-1-R-A742-41	AUR-AER8-TTP1-A-1-0-R-A741-41	AUR-AER8-TTM2-A-1-1-R-A742-41	AUR-AFKF-TTP1-A-10-0-R-A741-41	AUR-AFKF-TTM1-A-1-1-R-A742-41	AUR-AFUM-TTP1-A-1-0-R-A741-41	AUR-AFUM-TTM1-A-1-1-R-A743-41	AUR-AFE9-TTP1-A-1-0-R-A741-41	AUR-AFE9-TTM1-A-1-1-R-A742-41	AUR-AFE9-TTM4-A-1-1-R-A742-41	AUR-AFE9-TTM2-A-1-1-R-A742-41	AUR-AFE9-TTM3-A-1-1-R-A742-41	AUR-AER2-TTP1-A-1-1-R-A742-41	AUR-AER2-TTM3-A-1-1-R-A742-41	AUR-AER2-TTM1-A-1-1-R-A742-41	AUR-AFE6-TTP1-A-1-0-R-A741-41	AUR-AFE6-TTM2-A-1-1-R-A742-41	AUR-AFE6-TTM1-A-1-1-R-A742-41	AUR-AFR4-TTP1-A-1-1-R-A743-41	AUR-AFR4-TTM1-A-1-1-R-A743-41	AUR-AE6X-TTP1-A-1-0-R-A741-41	AUR-AE6X-TTM1-A-1-1-R-A742-41	AUR-AFKD-TTP1-A-1-1-R-A742-41	AUR-AER4-TTP1-A-1-0-R-A741-41	AUR-AD9J-TTP1-B-4-0-R-A584-39	AUR-AFUO-TTP1-A-1-0-R-A741-41	AUR-AFR2-TTP1-A-1-1-R-A742-41	AUR-AERY-TTM1-A-1-1-R-A742-41	AUR-ADCB-TTM1-A-1-1-R-A742-41	AUR-AD9I-TTM3-A-1-1-R-A542-39	AUR-AD9E-TTM1-A-1-1-R-A542-39	AUR-AFUP-TTM1-A-1-1-R-A743-41	AUR-AFUK-TTM2-A-1-0-R-A743-41	AUR-AD9H-TTM1-A-2-1-R-A542-39	AUR-AD9E-TTM4-A-1-1-R-A542-39	AUR-AD9E-TTM2-A-1-1-R-A542-39	AUR-AFUK-TTM1-A-1-0-R-A743-41	AUR-AD9H-TTM3-A-1-1-R-A542-39	AUR-AD9H-TTM2-A-1-1-R-A542-39	AUR-AD9F-TTM3-A-1-1-R-A542-39	AUR-AD9F-TTM1-A-1-1-R-A542-39	AUR-AD9F-TTM2-A-1-1-R-A542-39	AUR-AFUG-TTM1-A-1-1-R-A743-41	AUR-AFE5-NT1-A-1-1-R-A742-41	AUR-AFE9-NT1-A-1-1-R-A742-41	AUR-AFE6-NT1-A-1-1-R-A742-41	AUR-AFE4-NT1-A-1-1-R-A742-41	AUR-AE5G-NT1-A-1-1-R-A742-41	AUR-AFEC-NT1-A-1-1-R-A742-41
N:GEXP::PGAP3:93210:	196.9998	649.98907	437.944	193.99998	209.93532	312.99991	341.9737	1519.00315	806.99294	780.00035	84.99999	673.99002	282.00012	278.99968	1315.000374	1165.99943	217.9998	621.8939	460.999702	1469.95239	451.99956	1412.89571	268.00016	175.00008	827.99976	1640.69123	407.00005	1346.00034	627.99954	1938.81438	339.9994	444.0003304	1458.39984	622.2272193	389.0006404	484.87181	1254.9416	489.00051	564.97884	907.89344	432.00031	575.00074	586.91653	2235.90083	1455.91314	997.99948	180.86174	347.00021	1119.90842	1309.99899	2297.90363	179.99977	460.97728	1739.86847	678.949	4501.95302	12401.54385	9982.93276	16256.75	1905.92251	5564.44491	1489.85648	6682.684	2054.9999	8265.90563	5539.6316	11902.1294	535.9994429	1479.80176	567.98429	931.96963	1762.95518	832.00021	201.99977	1403.80705	2491.91424	2447.69449	170.0001	1818.3175	3476.63971	2208.96691	711.00013	952.9778	489.0004	5103.76664	199.0007	1675.96934	82.00007	899.9123	784.9137	542.9874	441.93493	354.000401	205.00015	144.000125	372.00027	1185.00003	451.92646	1292.98777	998.85862	408.00063	1632.95628	543.97904	697.00051	124.0002	65.0001	1972.9508	38418.48883	31583.1355	3401.94937	985.94334	1771.83927	1531.94607	70.000036	887.99903	541.98252	915.92896	1169.97846	1259.92624	1146.982228	1145.00007	946.00002	9875.66954	848.0006	597.424789	570.98009	1184.956271	802.972609	421.98912
N:GEXP::PGR:5241:	234	38.99998	113	245.00004	200.00011	87.00004	161.9998	70.99998	80.00006	69	379.0005	98	174.00055	94.00005	121.00003	156.00021	271.99988	49.00002	402.00054	117.0001	428.0007	159.00022	266.0001	132.00004	271.0002	112.000216	191.00004	30.99997	184.99955	32.00002	493.9993	194.99969	15.000004	50.999992	165.9997	62.00002	460.99962	1645.9955	227.99954	114.99981	231.99991	80.99999	1218.0001	56.000049	127.99959	88	136.00007	1772.00448	135.00009	157.99961	56.00005	341.99969	175.0002	94.00004	187.99991	521.0002	31	196.00019	42.999988	720.00037	2141.99572	1682.99595	223.0001	2432.00376	61.99997	541.00051	25245.0346	291.99995	96.99999	4489.00771	5208.99655	18958.01711	1963.9992	7340.00179	43526.0059	40593.9762	7494.0023	23349.01368	167.99988	2702.0035	19296.0033	337.99967	204.99979	176.00026	101.00002	4295.005	27.99996	3296.0012	3118.99581	246.9996	1006.0002	2117.99787	9424.0047	681.99962	4432.00448	1451.9995	171	338.99999	622.00019	62	395.00002	62.99999	91.99998	7814.00643	2422.001	9449.008722	19479.9531	69.00004	91.99997	52048.961	96.99997	6955.00335	303.00036	1237.99654	281.0002	227.00026	72.99998	353.0004	324.9999	4285.0046	3303.99701	363	1172.99555	48.9999	290.0003	1201.99733	66.00003	2369.99948	1668.99806
N:GEXP::PHEX:5251:	189.99963	148	619.99962	224.99975	147	779.00011	31	38	42	60	103	52	35	182	26	120	132	156.99966	121	68.00001	332.00044	160	108.00051	259.0006	315	404	426.00039	340.00028	346.99995	618	134.99963	346.99995	101.00005	29	248	447.99964	867.99979	216	108.00013	115.00004	121.00034	27.000037	209.99978	236.99979	145	144.99984	93.99998	235	218	126	75	74	111	81	64	139	410	199.99963	107	191.00027	416	253	289	530.00031	26	357	191	65	81.99999	306.00001	199.00017	262	136.99975	40.00005	432.99961	410	623.00009	166	176	123	689.00049	4765.9989	472.0003	51	222	131	305	146	146	40	2068.00007	111	27	5	33	135.99998	13	55	198	319	154.99991	95	32	164	97.0001	67.0001	500	391	801.00012	292	1	275.99989	38	2	4	16	46	19.99999	7	46	121	96	248.00016	12	102	562	3	160	112
N:GEXP::PLK1:5347:	439.9996	2941.63222	771.00049	563.83198	764.6046	868.4554	263.57179	629.87997	648.39855	691.156255	178.00017	263.81042	392.9274	267.00014	393.0866	263.1916	512.67517	2168.87655	296.61904	1342.78009	619.52646	1099.16116	157.65395	125.20563	286.97579	1302.25754	328.97604	964.75721	852.74669	4009.62476	1172.67705	856.79875	2688.5393	2806.2397	552.82486	1842.84781	1139.07307	428.9657	936.8131	580.6188	200.30062	247.00007	528.00013	1113.59315	1518.82546	644.83064	943.47239	353.38531	797.3008	370.19139	838.78836	345.39166	506.91214	1605.56555	703.79437	243.99948	633.18733	276.5592	660.70779	190.0557	681.96696	241.99991	441.3239	1484.00087	1619.45086	1676.29715	1882.88518	116.99999	469.96148	91.320444	362.61554	653.71876	375.90218	109.00013	334.31434	213.0004087	62.99995	85.00003	284.00038	315.49882	83.11546	77.21891	223.89681	142.00008	788.1732	49	4121.7497	31	456.00084	35.99996	56.999932	142.99998	692.69015	185.09692	250.35869	46	587.03419	377.07492	451.13705	987.82763	114.16476	1166.68194	779.20572	69.8025	48.00002	89.00009	586.00055	2371.12147	564.8273001	735.77366	1531.3572	256.99971	86.000003	39.00004	161.480912	197.99974	244.00029	271.9999	442.87046	402.00008	515.99998	378.39585	898.99988	513.02291	132.36025	88.88787	19.00001	119.151704	22.00003
N:GEXP::PPP1R14C:81706:	164	534	382	93	341	112	1720	4704	5272	4255	182	345	174	1156	534	59	244	53	55	60	898	5347	111	216	576	896	1272	415	906	2251	1183	979	146	152	963	4356	111	96	184	208	806	781	1282	581	1425	315	1992	563	521	3450	1861	179	223	140	1749	350	216	29	25	29	379	324	240	1915	807	57	19	34	5	47	61	9	81	0	38	155	2	8	16	38	2	5	12	13	22	93.0001	744	8.00001	439	1	649	174	180	93	49	504	15	94	299	360	307	2432	673	25	15	0	7	516	58	7	10	3	3	0	0	43	1	0	0	0	8	5	335	169	388	1108	0	343	392
N:GEXP::PRIM1:5557:	97	506.8726	499.87618	111.99994	153.00011	291.69234	323.00021	708.63655	611.89313	551.89355	113.00008	164.00012	214.99964	221.99978	451.97348	407.00026	198.80216	600.9793	187.00015	751.88914	274.99963	1175.63204	88.00005	83.99999	346.00081	1420.7393	147.00004	488.66142	298.77004	194.09034	319.00063	276.00056	147.28148	267.88578	396.0006344	473.9166	848.43762	716.97917	783.85598	2032.18384	71.99996	47	311.99922	142.00007	645.67452	458.97564	182.99998	302.99985	191.0004119	226.9999	130.99997	247.00035	224.82863	734.5914	542.00082	169.00006	238.29472	207.66611	378.6479	142.8919	1098.6589	251.00043	567.88807	1070.84779	1280.6897	1088.00025	1529.18926	182.99996	429.98221	132.00015	445.86893	656.86836	296.94043	71	504.97712	1165.81712	859.39579	122.00001	713.81871	325.924069	314.00075	146.99995	642.00026	105.00001	523.43941	60.0001	2345.74764	86.78251	617.9581	170.999997	184.00003	350.85287	285.000353	63.00005	152.000069	159.00002	233.0003	312.00022	350.92903	298.95526	200.00013	670.54745	1051.00061	77.00002	71.00011	174.6902	1112.7644	905.71399	517.29771	580.96394	1018.9759	543.84793	801.99453	28.00002	207.00045	157.8989	998.80391	250.94734	400.03561	276.80345	499.0004	376.63608	984.86072	40.99999	498.00031	375.00065	223.85536	558.99973	265.95844
N:GEXP::PSAT1:29968:	214	2388.996	2209.978	416	1221.985	728.979	175	87	79	56	169.99965	1772.00286	565	579.00018	486	128.0003	843.9999	2192.002	360.879	3621.998	486.9748	1210.99	155.0001	644.001	55	100	104	629.997	1345.998	2685	1622.997	310.000322	258.9998	279	1071	3013.003	2420.999	209.9995	96.00002	51	231	274.9999	668.99	136.955	1216.984	293.0002	722.997	264.0005	324.0005	1908.999	382	373.0003	398.0006	1947.004	1519.996	434.0003	609.0005	39.00002	193.9999	231	2404.97	290	793	130.99989	472	89	119	30	200.9998	183.00048	532.9996	435.9998	320.0001	4	71	129.9999	63	12	8.000001	39	14	153.0004	48	35	75.00003	60.0001	1237	9.00001	1894.004	3561.998	247.9996	1365.003	39.00002	10	29	2518.982	556.994	778	715	7294.99	302.0001	2239.993	277	20.19473	23.00003	13	833.972	1389	1666.002	1218.001	11.000039	122	74	1	257.9997	13	15.99999	51	11.00001	597.9996	130	118	235	991	4330	29	4196.003	184.9996	80.00003
N:GEXP::RAD51AP1:10635:	60.99999	873.0005601	283.0004502	122.99996	278.00028	363.00047	245.9996	648.00011	531.9996	520.99974	183.99977	177.00003	170.000065	1462.89449	352.0005	114.00002	549.0009	1290.00002	302.00043	943.9989142	299.9998	807.00002	127.99992	326.00053	339.00025	1556.00134	411.99992	424.00015	694.99995	1142.99896	484.99996	147.0003	284	313.99978	1678.000971	2457.00337	660.9998216	394.00003	849.0001	1873.9994	231.00014	25.00001	295.99992	162.00005	404.0003	241.999733	160.99999	74.00001	138.00006	120.99999	37.00001	271.0001	417.00004	840.99987	523.00009	166.99991	199.00007	220.00049	424.00001	108.00005	553.99967	458.99979	802.00031	2009.0007	3122.9955	990.9997	1205.99997	304	709.99972	172.9999	156.00005	350.9997	137.00011	54.00007	245.99966	724.99888	125.00004	87.00006	639.00055	176.00012	154.00014	122.0000852	231.99995	101	1003.9999	95.00013	1769.00066	122.00005	356.000312	27.99997	80.00001	141.99998	107.00002	25.00003	97.00006	84.00005	95.99999774	176.99995	209.99993	826.00037	103.999993	588.00036	601.99984	63.0001	60.00005	129.0001	783.9994113	545.0002	541.99971	314.00037	883.9997	202.00009	116.99996	5.00001	81.00006	64.00004	537.9998	40	85.00001	174.00001	322.99995	260.99996	943.00001	15.000037	106	50.33385665	10	239.99967	57.999981
N:GEXP::RASGRF1:5923:	161.4282	273.8704	2205.74647	421.37426	127.24773	435.30935	418.74244	490.3593	428.75352	772.86566	274.8156	205.8854	149.73264	592.05242	467.5738	325.0667	1094.51632	5958.54872	251.7472	66.238947	141.4605	72.69546	190.16744	120.83091	82.68898	361.30451	197.8219	113.60658	396.35049	2127.70392	52.99999	118.10873	374.46468	1146.46439	195.10805	395.85616	704.72167	569.05605	48.34526	29.60341	122.9734	87.00001	722.28317	1069.94245	1800.04303	1068.23245	872.41606	796.07818	913.63477	585.60261	1755.44959	92.46123	49.17882	12	8	561.1474	1154.20581	21.00001	1	128.4503808	570.8968	49.99997	47.727206	79.15812	101.6767	40.000003	17.99999	37.99999	22.000018	186.0488	373.7741	325.78918	479.37625	5	104.40586	74.816369	16.530699	26.00001	7	49.50109	7	70.201132	34.49087	25.99999	145.9443052	99.00011	47.00002	31	4981.29255	3	754.90094	663.63981	11	16	32.00002	34.99998	15.000005	50.99996	232	289.85201	352.1191	1872.49511	4	50.31834	78.10991	24.00004	62.15007	1273.38773	28.00001	9	9	341.6859	12	2	5	14.00001	10	3	4	8	1	64.035748	18	3000.52265	4682.95517	177.91546	0	51	29.79875
N:GEXP::RERG:85004:	94.00001	100.00007	78.99998	79.00003	151.00006	116.00009	190.99969	275.0002	138.99959	103.00005	105.00018	35.00001	214	94.0001	207.00006	204.0005	124.00004	91.00002	474.00051	323.0004	193.99956	342.0004	88.00011	458.0001	148.99995	136.00002	210.99977	156.00035	338.99984	1764.00016	2100.99842	2520.00169	61.000103	44	1567.0012	2294.9951	373.99974	149.00043	351.00027	928.00028	1316.0006	532.99987	851.00025	350.99999	907.99976	374.99998	313.99957	1188.00038	571.00078	456.99961	398.0003	165.99998	129.99996	212.99996	418.00001	596.00084	195.00023	123.99998	94.99997	360.99933	556.00001	211.99981	324.00046	773.99964	609.99972	4418.0014	3803.9961	592.00036	1083.0002	705.00048	472.99994	1320.0035	407.00056	289.00042	7169.9926	7201.9971	4375.99368	1519.00099	1912.0039	5444.002	2139.9951	835.00111	606.9997	264.99983	1277.00037	543.0005674	178.99987	2162.99952	6667.9962	301.9998	932.99995	1783.99582	1015.00022	307.00045	643.99988	476.99981	46.00005	276.00018	1443.99992	269.00032	498.00089	1384.0001	88.99998	1114.00032	374	971.0008	3255.0031	2914.00096	711.00007	2004.99586	2190.00178	4897.9973	1111.00019	157.00024	3009.99896	1915.0002	3025.00522	286.00017	383.0001	1204.00044	1729.00126	1217.99949	1488.004981	274.0004	207.99955	843.9998	50	3265.9981	1861.00472
N:GEXP::RNF103:7844:	853.086	1627.2846	3127.435	405.6115	845.0972	2038.04914	1383.6405	3546.43	2176.567	2337.02	1060.6643	3298.61988	847.35392	1338.097	1716.8525	1695.68362	2233.379	3893.39729	2247.21709	1877.18072	2330.38282	5659.41558	638.8216	1666.1152	2523.00619	3292.80572	1109.78977	2094.5057	2328.60378	4284.29683	2427.60067	2041.79542	748.758	579.4595	1711.908	4125.99744	4950.82661	2886.447	2605.1422	2659.92416	1982.935	575.1906	3326.81943	3557.96731	5697.61154	2425.3239	2431.2716	3720.648	2119.275	3070.5604	2587.35719	677.2893	792.6117	1993.3745	1077.0071	2150.17523	4376.13186	3084.23199	3963.86529	2780.823	5692.24375	2285.54484	4399.33136	6451.57408	9105.59886	5536.89597	6564.3592	2361.09439	5116.52092	2410.319	2557.764	5913.76987	1996.6887	1270.4767	5888.87989	5102.337	4474.74998	2271.21565	8285.76038	3965.43547	5448.43	1850.613	1722.63487	1420.46552	8066.88777	1357.49843	2508.067557	1924.91527	4766.206	3456.73841	1425.2062	4463.202	1202.4007	517.8541	777.02927	1669.22856	378.93844	666.6657	2454.42022	2753.287	1908.04	2317.74855	1263.2933	1867.005	1468.68128	981.96835	3767.45713	3233.07427	9647.20176	5026.754	3403.228	7383.01323	6153.4024	464.79727	1868.76282	2128.7663	3823.798	4326.75795	5029.358	3188.9816	3088.226	2990.726	5407.448	875.40562	2819.335	2348.297	4576.1407	3997.155	2419.9967
N:GEXP::ROPN1:54763:	90.383438	846.9355	207.61807	137.5169	380.8442	94.02194	970.6992	3889.15522	6413.41141	1919.8508	214.285	65.2783	66.20252	69.66151	244.88971	235.9067	148.72399	68.78925	2.49275309	17.95144999	327.42287	2425.251	195.4084	90.5216	4.6537	9.53159	331.22037	928.9239	562.2868	3134.7827	136.66447	157.73527	17.0143452	41.15743	188.8557	231.17464	281.0591	1019.00965	6.86931	2.89485	296.2174	90.91293	4.88743	5.8178	1	7.116985913	3	0	0	0	1	47.1242	36.05865	9.01927	1	6.259189	5.033100064	1	0	18.94058	0	11.22167	4	1	3	9.82988	2.20563	2.450930029	0	2	11.21137	0	1.864478	0	1.19822	73.17313	1.32713	2	1	7.70941908	3.365112	1.0462512	0	18.99999798	69.54741	22.25137	93.83535	1	6.46117	1.37286618	4.78575	5.16848	2.3581	0	75.6912	25.63853	8.458637	32.97569	36.996	1132.867	49.74823	978.948	1.92645	8.31444	44.79044	0	0	1	7.36244	1.81324	1	0	0	0	0	0	0	0	0	1.73408	9	10	7.98972	2.58956	5.22384	5.09461	0	638.6047	149.96528
N:GEXP::RRM2:6241:	1040.00076	5322.9853	2788.968039	889.99972	1347.98348	3790.96948	454.96584	1259.99269	1058.00036	1545.99664	939.00081	691.0004	1371.973493	2695.987	944.99953	258.00004	2232.99965	7605.9682	1971.98834	5404.93895	3147.9541	5430.9808	388.00034	888.98303	1948.6433	10680.84749	1210.93088	2752.64981	2164.99364	2804.44689	2874.98146	2118.9991	2056.96992	2410.93048	2978.98913	3901.98819	4627.97218	1898	5576.9732	6411.9211	1054.00321	112.00008	1841.92934	1475.998501	3198.88303	3782.00105	1676.9941	983.88446	1188.99091	1025.94588	567.00021	1709.99739	3442.99302	7852.9802	3607.998576	1731.84583	7668.48372	1762.99643	2735.99838	890.00044	23174.8547	1332.98071	4076.96638	8972.53165	10710.7126	6949.98854	8574.94224	955.00066	2179.00415	857.00039	797.99963	2532.92639	868.98277	215.99975	1547.75235	1489.95317	95	356.00008	1498.98935	915.00005	110.58797	108.9998	1596.00182	722.9582	3735.35596	216.99969	11860.85895	395.00056	782.00007	122.00006	117.000016	445.99964	1141.0003	209.9997015	576.99982	487.99996	419.99971	913.00036	609.00036	4319.9985	507.99972	2375.99612	3086.99901	85.00001	240.88868	900.0013	2512.96624	3235.96455	3313.11545	480.00039	1796.99759	897.88944	223.00017	41.99997	186.99975	207.9998702	2244.99064	713.00045	692.98345	1832.98529	1831.0003	1788.94137	5968.90094	1	30.00003	93.00008	69.00009	773.85625	66.999965
N:GEXP::SCUBE2:57758:	129	486.00047	241.00017	51.0000426	36.000047	193.99997	78.99993	156.00029	78.00005	44.99999	110.00011	168.99999	313.99998	87.00005	184.0001	65	64.00004042	91.00002	187.00002	920.00046	187.00007	87.99993	43.000056	77.00006	443.99983	1275.99966	86.00007	64.00001	162.00004	961.00022	339.99986	322.99959	96.00005	39.00001	72.0001	37.99995	887.99981	112.99996	1091.99967	379.9999	115.00009	60.00004	884.00056	437.00001	315.00043	174.9999	207.99948	1049.00014	472.00002	392.99961	232.00014	163.99994	53.000011	56.99995	278.99974	201.00012	18.00002	346.00043	53.00003	252.99994	306.99973	272.00036	201.00013	2345.99669	179.99999	11064.00725	35707.98538	1452.00032	3492.00061	742.00036	730.99991	1499.00019	683.00029	1013.00052	1446.00024	57473.06243	78296.002	1918.00054	17860.96617	23291.99844	120340.0286	304.0001	413.9997	2425.9994	3387.00276	579.00075	140.00008	4349.00062	21960.00181	416.99974	494.99987	1778.0045	1003.99981	492.00038	521.00012	604.00045	49.99994	91.00013	2211.00315	87.00005	629.99983	127.99997	192.00027	2315.00133	1997.0025	107.00019	2620.99589	4595.99781	5074.99552	19.0000537	355.00018	33436.0458	825.99959	145.000048	44.00001	166.00011	194.99972	47.00001	12.00000072	2273.99576	1485.0002	6590.00007	18789.96378	250.99985	279.99975	787.00089	12.999995	822.9998	1331.00026
N:GEXP::SFRP1:6422:	1333	6430.005	9264	2946.002	2058	3145.998	23991.98	170719.7	63752.01	55687.04	3444	4702.998	5072.0012	3933.002	8755.001	22664.96	6619	18500.98	9852	1335.998	6019	20460.98	1827.998	10055.002	12245	32547.05	31103.01	98952	4656	12452.015	11236	4637	1253.00284	289.99978	8876	17959.99	73815.96	35119	438	886	13270.01	4846.005	2386.996	226.9998	1956.997	1822.005	382	766	578.0001	525.0004	485.9997	117	117.0001	310	179	3197	1662.003	408.9996	82	1152	423.0005	311.9999	53	340.0002	52	7050	61	1710.002	1671	2881.999	101	129	1038	280.99973	14490	25581.03	1645.0044	461.0001	201.9999	6935.9984	92	1224.001	386	1274.002	66	4072	4485.996	396	271	229.9997282	453	2214.999	85	25	159	18003.97	357	10549.049	10691.046	17394.97	3887	29498	495	2126.996	1028.001	104	5698	693	30	451	166	9213	570.9997759	53.0001	43.000041	27	145.0001	28.99997	7.000003791	747	94	1027	1052	228.00001	1243	457	138	55858	20148.03
N:GEXP::SFRS13B:135295:	114	277.00025	472.00006	142.00026	131.00015	167.99995	265	382.99979	369.0005	608.00037	364.00002	427.000145	253.0005	88.00006	327.9997	199.00051	270.00014	298.99966	350.9997	757.9999	331.00053	111.00001	217	631.0003	477.9995	1059	158.00033	208.00012	178.0002	184	264.00048	205.99965	101	119.00026	597.0007	634.00027	579.99959	346.00006	62.00003	68.00004	200.00024	56	264.0004	176.0003	168.00031	144.99982	131	231.99997	86.00003	94.99999	58.99995	76	68.00006	23.99999	50.99996	175.99966	26	91.00002	58.00004	58.00004	162.00029	149.99967	97.0001	191.99985	175.99997	64.000004	61.00003	119.99999	32	246.99976	338.0002	900.0003	241.00041	192	135.00049	132.999676	103.99996	180.00004	37	37.00006	47	115.0001	56.99999	78	58.00002	163.00006	135.00002	115.00014	646.99968	85	152.00042	199.00041	26.00003	46	105	285.00018	80.00004	111.99996	166.00028	383.00022	197.00028	216.99996	81.00003	108.00004	237	44.00001	26.00004	44	135.99983	45.00004	110.00005	77.00004	56.00005	4	205.9997	181	35.99999	33	36	69	57.00005	77.00002	72.00003	66	361.00042	144.0002	117	253.0002	150.00015
N:GEXP::SGOL1:151648:	281.5508461	970.1631	717.00025	264.22331	365.61226	775.28997	171.99996	371.3172	284.33696	416.99962	335.0001	231.97844	161.97789	605.938462	152.23261	118.0000978	973.9995	2356.2983	295.00016	977.5184	265.58287	653.71589	192.6615	394.00012	364.00007	1106.4328	322.5814	468.0008	580.4019	445.01081	1138.1209	379.55074	272.46211	603.3925	600.00024	575.99995	916.43176	428.6662	762.99969	912.58709	158.86227	13	418.99938	306.00041	570.30053	323.99988	278.4134	160.999998	240.06588	256.26902	58.50294	203.503	317.0001613	493.0526976	371.6081	159.83422	230.99988	284.9998	518.47275	246	674.0008	395.0004	568.0004	1332.07318	1789.48073	1019.0928	1319.1581	167.00002	277	272.00072	204.49721	469.32875	188	81	177.2559	293.9999	23.532777	89.99999	396.2763	89.7631203	51.99993	34.99998	108.0001	72	517.2765	74.00006	1527.76711	144.000062	200.00002	29.13558	27.68237	56	235.99993	39.94109	252.00018	73.00006	93.07854	159.00001	222	559.43519	125.7973045	371.00004	409.00084	74.000059	126.00013	99.0001	359.38883	313.2088	617.99994	148.85715	1023.9807	242.00006	58.66701	29.00001	128.45462	126.0001	218.00007	165.00004	345.1531	255.4941717	474.1119	267	1281.00157	11	48.31252	34.497917	30.56932	182	17.99963
